URL,SIZE,NO. OF OUTLINKS,CONTENT_TYPE
http://www.nbcnews.com/storyline/dallas-police-ambush/why-promise-police-reform-isn-t-here-yet-n609276,104861,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dallas-police-ambush/dallas-suspect-was-upset-about-recent-police-shootings-wanted-kill-n605916,142736,111,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/flumist-nose-spray-vaccine-doesn-t-work-experts-say-n597411,38861,24,text/html; charset=utf-8
http://www.nbcnews.com/health/cold-and-flu/flu-vaccine-60-percent-effective-so-far-cdc-says-n525271,101383,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/immigration-border-crisis/minors-fleeing-central-america-face-shaky-transition-u-s-schools-n202171,117464,88,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/amp/report-some-central-american-families-arrested-they-could-seek-protection-n593166,46249,31,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/mexico-deports-more-minors-children-head-border-n379831,79612,73,text/html; charset=utf-8
http://www.nbcnews.com/video/bernie-sanders-spars-with-epa-nominee-on-climate-change-fracking-857432131691?cid=amp_nbcnews,323201,140,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/west-virginia-how-bluest-state-became-reddest-n697491,47010,20,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/amp/5-ways-smart-assistant-can-transform-your-morning-n714356,36895,25,text/html; charset=utf-8
http://www.nbcnews.com/business/personal-finance/home-ownership-lags-young-renters-left-behind-wealth-building-n391436,102045,89,text/html; charset=utf-8
http://www.nbcnews.com/business/real-estate/home-ownership-dips-lowest-level-almost-50-years-n399671,86657,83,text/html; charset=utf-8
http://www.nbcnews.com/business/business-news/amp/americans-still-feel-locked-out-homeownership-money-woes-n514506,39433,27,text/html; charset=utf-8
http://www.nbcnews.com/business/real-estate/why-renters-are-waiting-longer-take-home-ownership-plunge-n410946,99785,85,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/watch-full-exclusive-interview-with-syrian-president-bashar-al-assad-724734019921,506962,170,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/inside-the-underground-hospital-built-to-treat-aleppo-s-children-744764995674,507054,170,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/brother-omran-daqneesh-boy-who-became-symbol-syria-s-suffering-n635121,96115,84,text/html; charset=utf-8
http://www.nbcnews.com/storyline/syrias-suffering-families/syria-crisis-aleppo-s-few-remaining-doctors-plead-obama-help-n628591,126886,99,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/amp/aleppo-s-children-omran-daqneesh-one-thousands-suffering-n635391,49327,29,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-december-20-2015-n483421,134615,16,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/amp/water-life-look-inside-dakota-access-pipeline-protesters-camp-n691481,46953,25,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/alarming-rise-29-million-americans-diabetes-n127386,35649,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/amp/analysis-donald-trump-promises-presidency-no-other-n710016,49026,25,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-said-take-oil-can-he-n645021,118092,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-conventions/donald-trump-remarks-nato-trigger-alarm-bells-europe-n613911,142061,113,text/html; charset=utf-8
http://www.nbcnews.com/video/is-there-life-beneath-europa-s-oceans-831914563687?cid=amp_nbcnews,324057,140,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/hillary-clinton-loretta-lynch-bill-clinton-meeting-hindsight-20-20-n603041,99350,83,text/html; charset=utf-8
http://www.nbcnews.com/politics/hillary-clinton/amp/fbi-recommends-no-criminal-charges-against-hillary-clinton-n603926,44262,29,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/hillary-clinton-interviewed-fbi-about-private-emails-n602966,132999,106,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/amp/trump-inauguration-what-world-s-saying-about-next-president-n709456,59045,28,text/html; charset=utf-8
http://www.nbcnews.com/news/world/donald-trump-trade-war-china-would-hurt-america-experts-n685886,123835,108,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/donald-trump-israeli-pm-benjamin-netanyahu-bond-during-transition-n701301,124116,101,text/html; charset=utf-8
http://www.nbcnews.com/news/world/russian-rights-groups-trump-don-t-forget-about-us-n696856,128157,120,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/9-things-trump-has-said-election-might-make-putin-smile-n707566,120299,89,text/html; charset=utf-8
http://www.nbcnews.com/feature/college-game-plan/amp/how-score-college-scholarships-even-if-you-re-not-genius-n522301,43700,22,text/html; charset=utf-8
http://www.nbcnews.com/feature/college-game-plan/pay-attention-changes-federal-student-financial-aid-program-n468506,93561,85,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/advocacy-aid-groups-condemn-trump-s-muslim-ban-order-n713511,121465,96,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/trump-signs-two-executive-orders-expands-power-military-extreme-vetting-n713336,47673,32,text/html; charset=utf-8
http://www.nbcnews.com/tech/social-media/amp/could-ex-twitter-ceo-have-changed-way-trump-tweets-n715531,36285,25,text/html; charset=utf-8
http://www.nbcnews.com/health/diabetes/amp/bionic-pancreas-astonishes-diabetes-researchers-n130956,48016,27,text/html; charset=utf-8
http://www.nbcnews.com/video/nbc-news-channel/43573431,11350,11,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/amp/jennifer-holliday-backs-out-trump-inaugural-performance-n706931,36590,20,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/toby-keith-3-doors-down-lee-greenwood-play-inauguration-related-n706776,93764,89,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/amp/dakota-pipeline-company-buys-ranch-near-sioux-protest-site-records-n653051,44280,24,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/standing-rock-sioux-takes-pipeline-fight-un-human-rights-council-n651381,141255,107,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/sioux-s-concerns-over-pipeline-impact-water-supply-unfounded-company-n647576,107129,90,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-transcript-feb-9-2014-n25856,120174,19,text/html; charset=utf-8
http://www.nbcnews.com/business/business-news/amp/harley-davidson-pay-12-million-fine-over-motorcycle-emissions-n634216,37165,22,text/html; charset=utf-8
http://www.nbcnews.com/video/to-everyone-who-can-hear-me-messages-from-aleppo-syria-833897539985?cid=amp_nbcnews,322702,140,text/html; charset=utf-8
http://www.nbcnews.com/video/orphans-in-aleppo-make-plea-to-leave-in-heartbreaking-video-833350723599?cid=amp_nbcnews,323525,140,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-transcript-march-1-2015-n315666,129390,16,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-november-6-2016-n678646,133789,16,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-july-17-2016-n611116,111690,16,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/pres-trump-fields-flurry-of-calls-with-foreign-leaders-including-russian-pres-vladimir-putin-865060931534?cid=amp_nbcnews,507865,171,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/amp/army-corps-makes-decision-dakota-access-pipeline-n691771,46892,25,text/html; charset=utf-8
http://www.nbcnews.com/video/unarmed-elderly-man-with-dementia-shot-and-killed-by-california-police-831811139976?cid=amp_nbcnews,323111,140,text/html; charset=utf-8
http://www.nbcnews.com/business/economy/epipen-price-hike-has-parents-kids-allergies-scrambling-ahead-school-n633071,91093,89,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/shame-him-father-muslim-soldier-killed-iraq-responds-trump-n620401,133188,107,text/html; charset=utf-8
http://www.nbcnews.com/card/eric-holder-slams-donald-trump-s-threat-jail-hillary-clinton-n663536,143849,149,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/fact-checking-clinton-trump-commander-chief-forum-n644611,158146,112,text/html; charset=utf-8
http://www.nbcnews.com/card/pence-tweets-big-debate-win-n663321,141935,149,text/html; charset=utf-8
http://www.nbcnews.com/news/world/afghan-anti-warlord-campaigner-malalai-joya-blames-u-s-violence-n660686,104632,89,text/html; charset=utf-8
http://www.nbcnews.com/card/top-topics-tonight-s-debate-n663356,141443,149,text/html; charset=utf-8
http://www.nbcnews.com/card/second-presidential-debate-afghanistan-ignored-trump-clinton-n663526,143690,149,text/html; charset=utf-8
http://www.nbcnews.com/video/alec-baldwin-set-to-break-record-hosting-snl-17-times-874601027750?cid=amp_nbcnews,323063,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/amp/pipeline-protesters-decry-north-dakota-bills-criminalize-protests-n706681,41901,22,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-transcript-november-8-2015-n459476,134523,16,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/fact-checking-trump-s-speech-n597051,53749,35,text/html; charset=utf-8
http://www.nbcnews.com/business/consumer/amp/sales-orwell-s-dystopian-classic-1984-soar-after-trump-claims-n711951,35491,21,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/michelle-obama-redefines-first-lady-surrogate-role-n666396,127431,119,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/michelle-obama-presidential-election-challenging-watch-n698086,116190,95,text/html; charset=utf-8
http://www.nbcnews.com/storyline/president-obama-the-legacy/amp/michelle-obama-historic-legacy-nation-s-first-black-first-lady-n703506,60065,29,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/first-lady-underscores-importance-educating-girls-n435741,103729,89,text/html; charset=utf-8
http://www.nbcnews.com/storyline/michael-brown-shooting/should-obama-do-more-ferguson-other-racial-issues-n180921,122114,84,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/michelle-obama-makes-emotional-appeal-hillary-clinton-n616651,116253,93,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/qataris-will-spend-1-4b-turn-london-s-u-s-n551501,36072,23,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/tv/dave-chappelle-saturday-night-live-help-make-america-laugh-again-n683106,90813,88,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/tv/will-alec-baldwin-continue-play-donald-trump-saturday-night-live-n682856,101567,95,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/tv/amp/alec-baldwin-makes-first-post-election-appearance-saturday-night-live-n686346,37970,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/amp/what-s-next-dakota-access-pipeline-some-protesters-wary-future-n691881,50224,24,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-transcript-january-25-2015-n297681,136546,16,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/jennifer-lawrence-speaks-out-hollywoods-gender-pay-gap-n444006,74635,72,text/html; charset=utf-8
http://www.nbcnews.com/better/careers/amp/house-cards-actress-robin-wright-demanded-equal-pay-n576116,34455,19,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/amp/aleppo-civilians-killed-complete-meltdown-humanity-u-n-n695286,45357,21,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/amp/who-s-alicia-machado-woman-trump-allegedly-called-miss-piggy-n655116,38165,26,text/html; charset=utf-8
http://www.nbcnews.com/health/aging/amp/little-people-ecuador-laron-syndrome-may-unlock-cancer-diabetes-cure-n511266,45273,23,text/html; charset=utf-8
http://www.nbcnews.com/business/economy/what-obamas-new-overtime-rules-could-mean-n52336,96295,87,text/html; charset=utf-8
http://www.nbcnews.com/better/careers/amp/u-s-extends-overtime-pay-4-2-million-salaried-workers-n576031,37964,21,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/obama-raise-overtime-pay-nearly-5-million-workers-n384186,91688,82,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-says-fed-policy-he-supported-now-partisan-conspiracy-n646821,90456,88,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/amp/analysis-hillary-clinton-s-studies-debate-donald-trump-pay-n655186,59681,37,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/meet-press-transcript-september-6-2015-n422606,119514,16,text/html; charset=utf-8
http://www.nbcnews.com/better/money/amp/how-fiduciary-standard-rule-may-change-your-investment-advice-n551761,34488,19,text/html; charset=utf-8
http://www.nbcnews.com/better/money/how-fiduciary-standard-rule-may-change-your-investment-advice-n551761,84017,76,text/html; charset=utf-8
http://www.nbcnews.com/video/nasa-mathematician-receives-medal-of-freedom-573771331621,325798,140,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/amp/beyond-limitations-first-lady-lauds-black-female-scientists-behind-space-n696636,44197,28,text/html; charset=utf-8
http://www.nbcnews.com/video/judge-blocks-trump-s-travel-ban-implying-it-s-not-rationally-based-870132803686?cid=amp_nbcnews,324072,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/president-obama-the-legacy/amp/barack-michelle-obama-spill-next-steps-n709586,34459,20,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/obama-s-last-full-day-job-filled-nostalgia-thank-you-n708996,108013,91,text/html; charset=utf-8
http://www.nbcnews.com/mach/features/cyber-threats-are-mind-blowing-crooks-getting-smarter-report-n554176,121549,100,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/wh-spokesman-gave-alternative-facts-inauguration-crowd-n710466?cid=sm_fb_msnbc,104146,92,text/html; charset=utf-8
http://www.nbcnews.com/storyline/president-obama-the-legacy/amp/obama-legacy-race-about-representation-respect-n664346,50949,55,text/html; charset=utf-8
http://www.nbcnews.com/storyline/charleston-church-shooting/obama-uses-n-word-says-slavery-still-casts-long-shadow-n379501,137758,97,text/html; charset=utf-8
http://www.nbcnews.com/politics/barack-obama/wake-police-shootings-obama-speaks-more-bluntly-about-race-n278616,125258,96,text/html; charset=utf-8
http://www.nbcnews.com/storyline/charleston-church-shooting/charleston-church-survivors-shooter-caught-us-our-eyes-closed-n424331,137097,94,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/how-americans-see-race-racial-relations-shifting-dramatically-n658101,105776,90,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/campaign-disaggregate-data-ensure-all-students-count-n163536,89331,96,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/data-shows-duality-asian-america-high-income-high-poverty-n190031,86313,83,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/white-house-launches-online-resource-asian-american-data-n215856,35429,30,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/data-offers-detailed-look-asian-americans-across-south-n212466,93269,83,text/html; charset=utf-8
http://www.nbcnews.com/news/world/united-nations-appoints-portugal-s-guterres-next-u-n-chief-n665736,80200,74,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/un-naming-wonder-woman-honorary-ambassador-sparks-protests-n671121,42618,25,text/html; charset=utf-8
http://www.nbcnews.com/politics/hillary-clinton/hillary-clinton-says-trade-deals-must-boost-u-s-jobs-n345601,84047,79,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/senate-passes-fast-track-gives-obama-boost-trade-n381211,85835,78,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/five-things-know-about-trans-pacific-partnership-n343671,91316,97,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-conventions,374704,246,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-conventions/amp/5-things-know-about-trans-pacific-partnership-n617986,41584,28,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/president-trump-begins-rolling-back-obama-era-policies-861034051705?cid=amp_nbcnews,506798,171,text/html; charset=utf-8
http://www.nbcnews.com/video/donald-trump-wants-to-kill-the-tpp-so-what-819401795713?cid=amp_nbcnews,322122,140,text/html; charset=utf-8
http://www.nbcnews.com/video/trumps-signs-three-executive-orders-including-tpp-withdrawal-860769859737?cid=amp_nbcnews,324078,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/data-points/amp/poll-clinton-makes-gains-across-country-n621581,36805,20,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/dengue-outbreak-worsens-hawaii-139-ill-n475916,87250,83,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/could-we-have-zika-vaccine-soon-n507186,50579,31,text/html; charset=utf-8
http://www.nbcnews.com/storyline/ebola-virus-outbreak/no-market-scientists-struggle-make-ebola-vaccines-treatments-n167871,127989,92,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/biothreat-real-were-not-ready-report-says-n452906,103752,98,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/trump-s-win-stuns-latinos-immigrants-worry-about-their-future-n681216,118437,94,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/amp/obama-trump-think-long-hard-endangering-dreamers-n683811,35390,29,text/html; charset=utf-8
http://www.nbcnews.com/video/man-says-tesla-car-started-on-its-own-crashed-into-trailerman-says-tesla-car-started-on-its-own-crashed-into-trailer-683553347790?cid=amp_nbcnews,323289,140,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/amp/thinking-about-retirement-consider-these-dos-don-ts-right-now-n528991,43033,28,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/they-expected-for-her-to-die-but-now-she-s-back-home-and-back-to-life-856783939747?cid=amp_nbcnews,507320,171,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/fake-news-how-partying-macedonian-teen-earns-thousands-publishing-lies-n692451,65170,33,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/pizzagate-gunman-surrendered-after-finding-no-evidence-fake-conspiracy-court-n692321,108110,93,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/scotus-hears-case-could-kill-college-affirmative-action-n473041,114873,94,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/amp/justice-scalia-under-fire-comments-about-black-students-n478681,40267,27,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/push-continues-make-fred-korematsu-day-national-holiday-n295231,37256,36,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/fox-news-guest-apologizes-internment-camp-comments-n211381,101046,91,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/south-korean-lawmakers-vote-impeach-president-park-geun-hye-n693901,42259,28,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/weeks-fury-end-south-korean-president-s-impeachment-n693991,98002,74,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/amp/americans-want-tech-firms-not-automakers-steer-self-driving-cars-n601591,37103,23,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/pop-culture-news/amp/j-k-rowling-begs-harry-potter-fans-not-post-cursed-n586971,36870,23,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/cdc-issues-travel-warning-for-specific-section-of-miami-over-zika-736236611685?cid=amp_nbcnews,507377,171,text/html; charset=utf-8
http://www.nbcnews.com/storyline/data-points/amp/why-early-get-out-vote-efforts-favor-clinton-ballot-requests-n653361,61389,32,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/donald-trump-takes-america-journey-dark-side-n614661,46572,32,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/final-day-convention-trump-still-trump-n614636,126713,102,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/trump-takes-center-stage-more-rnc-s-final-day-n614626,101230,76,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/donald-trump-takes-america-journey-dark-side-n614661,123093,104,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/navy-seal-american-girl-killed-in-raid-almost-everything-went-wrong-867091523959?cid=amp_nbcnews,507766,171,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/what-went-wrong-in-yemen-new-details-on-deadly-raid-that-left-navy-seal-dead-868927043904?cid=amp_nbcnews,507684,171,text/html; charset=utf-8
http://www.nbcnews.com/politics/white-house/amp/trump-issues-executive-orders-freezing-federal-hiring-targeting-trade-n710886,42846,27,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/donald-trump-makes-pitch-sanders-supporters-trade-speech-n600721,113716,100,text/html; charset=utf-8
http://www.nbcnews.com/video/mccain-explains-why-he-wouldn-t-label-yemen-raid-a-success-872825923542?cid=amp_nbcnews,322998,140,text/html; charset=utf-8
http://www.nbcnews.com/video/white-house-not-calling-yemen-raid-a-success-is-a-disservice-to-ryan-owens-872802883876?cid=amp_nbcnews,323989,140,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/soyuz-rocket-carrying-american-russians-blasts-space-station-n668691,33390,24,text/html; charset=utf-8
http://www.nbcnews.com/video/tom-price-sworn-in-as-new-health-secretary-874464835977?cid=amp_nbcnews,321824,140,text/html; charset=utf-8
http://www.nbcnews.com/video/biology-professor-discovers-new-clue-about-what-s-killing-bees-845894211677?cid=amp_nbcnews,322975,140,text/html; charset=utf-8
http://www.nbcnews.com/video/the-north-american-monarch-butterfly-is-in-danger-of-becoming-quasi-extinct-670656067958?cid=amp_nbcnews,324454,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/super-bowl/amp/super-bowl-security-heightened-amidst-ongoing-trump-protests-n715446,38927,20,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/super-bowl-glare-fixes-attention-texas-bathroom-bill-n713101,84557,80,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/drug-overdose-deaths-hit-new-record-u-s-cdc-says-n482746,90501,89,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/anxiety-drug-overdoses-have-quadrupled-over-last-two-decades-study-n521086,36559,24,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/amp/panthers-ron-rivera-second-latino-coach-guide-team-super-bowl-n503476,36815,28,text/html; charset=utf-8
http://www.nbcnews.com/video/how-to-fall-on-ice-878699587740,320938,140,text/html; charset=utf-8
http://www.nbcnews.com/health/kids-health/amp/diagnosis-adhd-surges-u-s-kids-n476541,38342,22,text/html; charset=utf-8
http://www.nbcnews.com/video/evacuations-in-greek-city-after-world-war-ii-bomb-discovered-875627587982?cid=amp_nbcnews,322746,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/super-bowl/amp/twittersphere-roasts-apple-s-tim-cook-over-blurry-super-bowl-n513871,37356,18,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/elaine-harmon-female-wwii-pilot-will-finally-be-laid-rest-n643701,36982,27,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/horizon-female-wwii-pilots-closer-gaining-entry-arlington-cemetery-n549421,103985,97,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/obama-gets-bill-allow-female-pilots-ashes-arlington-n572906,81837,82,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/two-killed-when-wwii-era-tank-explodes-oregon-n452631,34652,24,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/marines-expand-hazing-probe-following-recruit-raheel-siddiqui-s-death-n601631,37897,26,text/html; charset=utf-8
http://www.nbcnews.com/health/kids-health/amp/pain-pill-pregnancy-may-raise-childs-adhd-risk-study-finds-n37206,42717,26,text/html; charset=utf-8
http://www.nbcnews.com/health/kids-health/more-1-10-us-kids-has-adhd-survey-shows-f2D11641777,72980,71,text/html; charset=utf-8
http://www.nbcnews.com/storyline/super-bowl/amp/bud-gives-real-guy-most-insane-night-his-life-n20871,31695,18,text/html; charset=utf-8
http://www.nbcnews.com/video/veterans-asking-for-courtesy-with-fireworks-474857027721?cid=amp_nbcnews,321998,140,text/html; charset=utf-8
http://www.nbcnews.com/video/f-memorial-day-facts-160527-694367299704,321744,140,text/html; charset=utf-8
http://www.nbcnews.com/news/military/u-s-veterans-ptsd-find-common-bond-healing-israel-n653321,98298,87,text/html; charset=utf-8
http://www.nbcnews.com/video/michigan-war-memorial-vandalized-793179715589,321959,140,text/html; charset=utf-8
http://www.nbcnews.com/news/military/marine-corps-taking-man-out-19-job-titles-create-gender-n600966,99145,89,text/html; charset=utf-8
http://www.nbcnews.com/video/portrait-honors-oldest-veteran-750791747624,321855,140,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/wounded-soldier-rebuilds-his-life-then-builds-new-one-n582766,93636,88,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-announces-david-shulkin-as-veterans-affairs-secretary-852550723594,323192,140,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/donald-trump-pledges-support-veterans-rolling-thunder-rally-n582541,92092,88,text/html; charset=utf-8
http://www.nbcnews.com/video/pearl-harbor-sailor-comes-home-692614723911,321626,140,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/va-puts-latest-estimate-veteran-suicides-20-day-n605501,81262,79,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/star-spangled-mystery-what-became-lost-iwo-jima-flag-raising-n581741,132165,106,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/obama-honors-the-fallen-on-his-last-memorial-day-in-office-695604803672,507021,170,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/memorial-day-latino-veterans-honor-fallen-friends-family-n581306,109355,104,text/html; charset=utf-8
http://www.nbcnews.com/video/watch-trump-blast-media-over-reporting-on-donations-to-vets-695980099834,323026,140,text/html; charset=utf-8
http://www.nbcnews.com/video/world-war-ii-vet-fulfills-taps-promise-806650947525,322076,140,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/lgbtq-veterans-new-home-horizon-n682486,85533,89,text/html; charset=utf-8
http://www.nbcnews.com/video/sexist-note-angers-veteran-707001411587,322192,140,text/html; charset=utf-8
http://www.nbcnews.com/video/sen-mccain-pressed-on-vets-asking-him-to-renounce-trump-746783299739,323092,140,text/html; charset=utf-8
http://www.nbcnews.com/video/president-obama-we-should-respect-one-another-to-honor-veterans-806764099913,322836,140,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/memorial-day-tributes-honor-fallen-servicemen-n582161,94515,75,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/whistleblowers-claim-retaliation-revealing-va-horrors-n707996,112550,94,text/html; charset=utf-8
http://www.nbcnews.com/video/-heroes-to-heroes-program-finds-healing-for-vets-with-ptsd-771789379894,322532,140,text/html; charset=utf-8
http://www.nbcnews.com/watch/nbc-news-channel/florist-sued-after-refusing-to-book-gay-wedding-44434499835,66579,73,text/html; charset=UTF-8
http://www.nbcnews.com/storyline/ebola-virus-outbreak/why-has-nurse-amber-vinson-recovered-ebola-so-quickly-n232431,138959,103,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/amp/fbi-wants-turn-back-clock-iphone-apple-software-head-n533331,35409,22,text/html; charset=utf-8
http://www.nbcnews.com/storyline/ebola-virus-outbreak/amp/ebola-hits-youngest-victims-hardest-report-finds-n330186,37257,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/new-york-prison-escape/amp/new-york-prison-break-former-inmates-are-shocked-over-inside-n373261,43117,25,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/generation-deaf-doctors-warn-dangers-ear-buds-n360041,92783,89,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/gene-therapy-brings-heating-deaf-mice-n388801,82869,80,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/hearing-loss-20-cdc-says-it-s-more-common-you-n717921,39578,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/isis-uncovered/amp/isis-makes-three-times-much-oil-smuggling-previously-thought-officials-n397836,40440,19,text/html; charset=utf-8
