URL,SIZE,NO. OF OUTLINKS,CONTENT_TYPE
http://www.nbcnews.com/storyline/isis-uncovered/amp/isis-rounds-50-facebook-activists-mosul-posting-pictures-n460526,36217,20,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/drug-companies-boosted-their-prices-analysis-finds-n550251,39083,22,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/hometown-farewell-worldwide-boxing-champ-n589956,44746,24,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/trump-criticizes-china-over-north-korea-s-nuclear-program-n702546,41467,31,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/selma-director-ava-duvernay-one-watch-awards-season-n284171,100501,92,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/amp/op-ed-oscar-goes-white-men-n286896,39203,29,text/html; charset=utf-8
http://www.nbcnews.com/video/nbc-news-channel/57336248,11532,11,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/afghan-reconstruction-watchdog-sigar-publishes-gallery-greed-over-fraud-n717851,39041,28,text/html; charset=utf-8
http://www.nbcnews.com/tech/innovation/amp/new-foldable-camera-drone-requires-no-faa-approval-can-add-n664676,36267,22,text/html; charset=utf-8
http://www.nbcnews.com/id/47377790/ns/health-diet_and_nutrition/t/new-weight-loss-drug-step-closer-approval/,53837,98,text/html; charset=utf-8
http://www.nbcnews.com/id/45053161/ns/health-diet_and_nutrition/t/cant-keep-pounds-its-your-hormones/,61185,104,text/html; charset=utf-8
http://www.nbcnews.com/video/uk-prime-minister-cameron-to-step-down-after-brexit-vote-711887427669,322613,140,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/amp/why-barber-giving-free-haircuts-kids-who-read-him-n420581,34364,18,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/amp/conservative-filmmaker-pleads-guilty-campaign-case-n110066,34478,23,text/html; charset=utf-8
http://www.nbcnews.com/video/boris-johnson-brexit-vote-makes-uk-no-less-united-711950915743,322688,140,text/html; charset=utf-8
http://www.nbcnews.com/science/science-news/god-particle-new-cern-experiments-shed-more-light-higgs-boson-n419926,84174,76,text/html; charset=utf-8
http://www.nbcnews.com/tech/innovation/amp/we-see-nothing-intriguing-hints-physics-particle-evaporate-n624496,35589,21,text/html; charset=utf-8
http://www.nbcnews.com/tech/innovation/physicists-abuzz-about-possible-new-particle-cern-revs-n565891,95851,90,text/html; charset=utf-8
http://www.nbcnews.com/id/33690643/ns/world_news-morgan_tsvangirai?q=Morgan%20Tsvangirai,119834,123,text/html; charset=utf-8
http://www.nbcnews.com/id/33097279/ns/us_news-house_arrest?q=House%20arrest,111233,97,text/html; charset=utf-8
http://www.nbcnews.com/id/33645911/ns/world_news-aung_san_suu_kyi?q=Aung%20San%20Suu%20Kyi,117045,113,text/html; charset=utf-8
http://www.nbcnews.com/id/33103155/ns/world_news-tehran?q=Tehran,120418,123,text/html; charset=utf-8
http://www.nbcnews.com/id/33645929/ns/world_news-myanmar?q=Myanmar,123553,125,text/html; charset=utf-8
http://www.nbcnews.com/science/space/amp/stephen-hawking-gets-star-treatment-theory-everything-n238441,38898,23,text/html; charset=utf-8
http://www.nbcnews.com/video/nightly-news/53536398/,21704,12,text/html; charset=utf-8
http://www.nbcnews.com/watch/30-seconds-to-know/whats-the-best-way-to-save-for-college-440159811927?cid=amp_nbcnews,92414,73,text/html; charset=UTF-8
http://www.nbcnews.com/news/nbcblk/amp/oscar-nominations-no-actors-or-actresses-color-among-nominees-n286711,35916,26,text/html; charset=utf-8
http://www.nbcnews.com/news/north-korea/amp/north-korea-s-masikryong-ski-resort-kept-open-work-gangs-n712881,45862,27,text/html; charset=utf-8
http://www.nbcnews.com/news/olympics/pyeongchang-2018-winter-olympics-think-k-culture-ice-n634256,108916,99,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/amp/administration-targets-poor-performing-profit-colleges-n52851,32738,25,text/html; charset=utf-8
http://www.nbcnews.com/business/consumer/yes-you-can-post-negative-online-review-says-congress-n693001,100684,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-year-in-review/amp/consumers-score-some-significant-victories-2016-n702216,46694,34,text/html; charset=utf-8
http://www.nbcnews.com/news/mideast/amp/vatican-treaty-recognizes-state-palestine-n382341,33021,24,text/html; charset=utf-8
http://www.nbcnews.com/feature/101/video/study-sex-trafficking-peaks-around-major-events-623959619912,377003,139,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-year-in-review/amp/our-dumb-year-politics-2016-presidential-nominee-free-edition-n698361,50639,22,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/iranian-baby-needing-surgery-gets-documents-come-u-s-ny-n716771,95013,84,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/iranian-baby-previously-banned-u-s-receive-treatment-soon-n716881,44229,28,text/html; charset=utf-8
http://www.nbcnews.com/video/nightly-news/57938746,11390,11,text/html; charset=utf-8
http://www.nbcnews.com/science/space/amp/science-interstellar-look-beyond-wormhole-n241441,48093,39,text/html; charset=utf-8
http://www.nbcnews.com/storyline/virgin-voyage/10-years-after-spaceshipone-new-space-age-still-revving-n216151,134403,124,text/html; charset=utf-8
http://www.nbcnews.com/science/space/nasa-astronaut-watches-gravity-movie-space-tips-n37516,80504,85,text/html; charset=utf-8
http://www.nbcnews.com/tech/innovation/amp/new-race-build-space-based-internet-n642131,36974,19,text/html; charset=utf-8
http://www.nbcnews.com/feature/making-a-difference/amp/new-theater-production-autistic-kids-takes-them-away-n450236,35662,17,text/html; charset=utf-8
http://www.nbcnews.com/video/denzel-washington-delivers-a-masterpiece-with-fences-840260163793,323523,140,text/html; charset=utf-8
http://www.nbcnews.com/id/44858223/ns/world_news-tymoshenko?q=Tymoshenko,114586,107,text/html; charset=utf-8
http://www.nbcnews.com/id/33099397/ns/world_news-european_union?q=European%20Union,123821,128,text/html; charset=utf-8
http://www.nbcnews.com/tech/internet/amp/what-s-popping-google-ahead-election-day-n678091,32252,22,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/these-companies-are-taking-election-day-what-if-you-can-n676921,87247,84,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/preposterous-justice-department-fbi-make-u-turn-transcript-after-backlash-n595886,109784,92,text/html; charset=utf-8
http://www.nbcnews.com/video/911-call-logs-released-in-orlando-massacre-714890819776,322105,140,text/html; charset=utf-8
http://www.nbcnews.com/video/fbi-orlando-gunman-was-radicalized-domestically-708988995602,322780,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/psychologist-i-never-evaluated-orlando-shooter-mateen-n594976,122751,90,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/al-qaeda-orlando-shooter-should-have-targeted-whites-n598576,106155,85,text/html; charset=utf-8
http://www.nbcnews.com/video/lewis-we-will-continue-to-fight-711063619759,321951,140,text/html; charset=utf-8
http://www.nbcnews.com/video/sandy-hook-victim-s-brother-expresses-solidarity-with-orlando-victims-708926019912,323313,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/chilling-audio-orlando-nightclub-massacre-gunman-s-911-calls-released-n675956,116267,84,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/visitor-traffic-leads-new-fence-around-pulse-nightclub-n648141,75137,78,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/full-text-isaiah-henderson-s-eulogy-orlando-victim-brenda-mccool-n596021,92667,74,text/html; charset=utf-8
http://www.nbcnews.com/video/-peace-love-pulse-thousands-hold-vigil-for-massacre-victims-708802115594,322873,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/orlando-s-pulse-nightclub-returned-owner-law-enforcement-n608941,102154,81,text/html; charset=utf-8
http://www.nbcnews.com/video/pulse-victims-to-receive-funds-774826563597,321891,140,text/html; charset=utf-8
http://www.nbcnews.com/video/police-release-911-calls-from-orlando-nightclub-massacre-754520131571,322774,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/fbi-releases-transcripts-911-calls-orlando-massacre-n595626,135674,96,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/angels-quietly-block-westboro-protesters-orlando-funeral-n595311,105077,88,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/lgbt-gun-rights-group-sees-membership-spike-after-orlando-shooting-n594701,114572,97,text/html; charset=utf-8
http://www.nbcnews.com/video/pulse-shooting-victims-families-sue-facebook-twitter-and-google-838084163530,323216,140,text/html; charset=utf-8
http://www.nbcnews.com/video/attorney-general-promises-1-million-in-funding-for-orlando-709878851823,323129,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/first-funerals-held-victims-orlando-massacre-n593961,112775,89,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/oneorlando-funds-be-distributed-october-n602491,107438,96,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/florida-opens-probe-how-orlando-shooter-mateen-got-gun-license-n595916,109532,87,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/surveillance-video-shows-pulse-nightclub-shooting-scene-aftermath-830517315511,506861,170,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/florida-official-kenneth-lewis-suspended-over-anti-orlando-facebook-post-n594966,107652,87,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/gay-pride-events-festive-some-concerned-after-orlando-n595031,120482,90,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/orlando-victim-miguel-angel-honorato-s-family-plans-sue-gunmakers-n601966,117667,92,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/why-did-he-do-it-several-vexing-questions-remain-orlando-n591976,142437,102,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/fbi-release-transcript-orlando-killer-s-calls-police-n595256,113339,87,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/after-attack-orlando-look-florida-s-lgbt-protections-n594986,104092,86,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/wife-orlando-nightclub-shooter-knew-he-was-going-commit-attack-n715636,119949,89,text/html; charset=utf-8
http://www.nbcnews.com/video/memorial-fence-to-be-erected-at-pulse-765033027553,322031,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/mom-everybody-wanted-son-emotionally-celebrates-life-brenda-mccool-n596016,107981,90,text/html; charset=utf-8
http://www.nbcnews.com/video/pulse-bodycams-reveal-dramatic-rescues-730303043830,322017,140,text/html; charset=utf-8
http://www.nbcnews.com/video/meet-the-muslim-man-who-reported-orlando-shooter-to-the-fbi-709788739619,322789,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/driver-strikes-2-deputies-after-cutting-through-orlando-funeral-procession-n594981,95505,79,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/orlando-highlights-islam-s-complicated-relationship-homosexuality-n594336,112933,103,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/senate-votes-down-4-gun-policy-measures-thorny-showdown-n595896,144636,101,text/html; charset=utf-8
http://www.nbcnews.com/video/sheriff-investigating-fire-at-orlando-shooter-s-mosque-as-arson-763139651582,323202,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/estimated-50-000-people-attend-vigil-orlando-vcitims-n595346,114273,91,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/relatives-orlando-shooting-victims-sue-twitter-facebook-google-n698261,104279,84,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/suspended-florida-official-kenneth-lewis-fired-over-anti-orlando-facebook-n598806,97546,81,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/trump-claim-muslims-don-t-assimilate-false-politifact-finds-n594686,121290,99,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/orlando-mayor-wants-pulse-nightclub-permanent-memorial-after-shooting-n622751,104620,85,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/slain-pulse-victims-estates-receive-350-000-each-n655571,86452,82,text/html; charset=utf-8
http://www.nbcnews.com/video/orlando-survivor-patience-carter-shares-her-road-to-recovery-750408259681,322841,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/orlando-hospitals-won-t-bill-pulse-nightclub-massacre-victims-n637821,113318,89,text/html; charset=utf-8
http://www.nbcnews.com/storyline/orlando-nightclub-massacre/orlando-shooter-omar-mateen-talked-about-bringing-gun-training-class-n594786,106982,84,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/meet-the-gay-muslims-coming-out-after-the-orlando-massacre-708665411566,506656,170,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/orlando-strong-powerful-portraits-show-lgbt-unity-n602466,83962,84,text/html; charset=utf-8
http://www.nbcnews.com/tech/internet/last-minute-drama-u-s-preps-hand-over-internet-naming-n657471,89109,84,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/amp/volkswagen-sold-more-currywurst-cars-2015-n521636,38050,26,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/vw-sets-claims-program-diesel-owners-hires-ken-feinberg-run-n482116,89865,85,text/html; charset=utf-8
http://www.nbcnews.com/video/edward-snowden-makes-case-for-pardon-765073987666?cid=amp_nbcnews,322605,140,text/html; charset=utf-8
http://www.nbcnews.com/id/48338421/ns/health-mens_health/,99714,117,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/amp/team-trump-has-bad-blood-twitter-ceo-jack-dorsey-n696091,36682,26,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/flaming-bagpipes-lead-independence-rally-scotland-n206426,31895,20,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/u-s-cracking-down-militarization-local-police-n360381,135229,104,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/video/bipartisan-push-for-criminal-justice-reform-548173379871,402526,207,text/html; charset=utf-8
http://www.nbcnews.com/storyline/baltimore-unrest/ferguson-effect-might-cut-needless-arrests-baltimore-study-finds-n538191,111207,86,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/amp/are-bipartisan-efforts-criminal-justice-reform-impasse-n584921,53505,23,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/obama-set-visit-oklahoma-prison-push-criminal-justice-reform-n393056,119610,93,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/hud-seeks-end-housing-discrimination-against-ex-offenders-n550471,87482,75,text/html; charset=utf-8
http://www.nbcnews.com/video/doj-report-baltimore-police-engaged-in-unconstitutional-conduct-741554755797?cid=amp_nbcnews,324187,140,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/doj-baltimore-police-unfairly-target-city-s-black-population-741891139663?cid=amp_nbcnews,507215,171,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/scotland-100-days-go-until-referendum-independence-n126141,36363,20,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/amp/execs-facebook-microsoft-google-apple-prepare-tech-summit-trump-n695471,39600,24,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/president-obama-commutes-chelsea-manning-s-sentence-n708046,46396,27,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/amp/study-hiv-patients-undetectable-virus-unlikely-infect-partner-n608641,37890,22,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/amp/vw-pay-dealers-1-2-billion-diesel-scandal-n637886,38739,27,text/html; charset=utf-8
http://www.nbcnews.com/feature/season-of-kindness/best-way-give-money-charity-holiday-season-n462946,83742,88,text/html; charset=utf-8
http://www.nbcnews.com/feature/season-of-kindness/what-one-7-year-old-boy-does-show-his-gratitude-n463121,96660,91,text/html; charset=utf-8
http://www.nbcnews.com/feature/season-of-kindness/amp/giving-tuesday-providing-charities-helping-hands-needed-funds-n470386,44400,30,text/html; charset=utf-8
http://www.nbcnews.com/storyline/nsa-snooping/amp/navy-admiral-picked-next-head-nsa-n19691,30562,18,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/california-enacts-controversial-right-to-die-law-for-terminally-ill-702562883827?cid=amp_nbcnews,507390,171,text/html; charset=utf-8
http://www.nbcnews.com/politics/supreme-court/amp/trump-tweets-he-will-pick-supreme-court-nominee-next-week-n711986,36113,25,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/dueling-protests-over-abortion-access-erupt-in-cities-across-u-s-875290691790,507124,170,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/vice-president-biden-rips-supposed-biden-rule-n544786,41595,26,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/mcconnell-no-lame-duck-supreme-court-confirmation-n542206,110019,88,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/obama-nominates-federal-appeals-court-judge-merrick-garland-supreme-court-n540096,134665,102,text/html; charset=utf-8
http://www.nbcnews.com/video/wash-ag-we-ve-seen-trump-in-court-and-we-re-2-for-2-873899587957?cid=amp_nbcnews,323702,140,text/html; charset=utf-8
http://www.nbcnews.com/video/appeals-court-rules-against-reinstating-travel-ban-873853507562?cid=amp_nbcnews,323045,140,text/html; charset=utf-8
http://www.nbcnews.com/video/president-trump-appeals-court-ruling-a-political-decision-873915459528?cid=amp_nbcnews,323069,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/how-papers-covered-results-scotland-independence-referendum-n206966,36150,23,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/cash-bail-centerpiece-justice-system-facing-its-undoing-n669206,47160,29,text/html; charset=utf-8
http://www.nbcnews.com/id/18981598/ns/world_news-frontier_europe/t/migration-changing-face-europe/,62360,106,text/html; charset=utf-8
http://www.nbcnews.com/video/clarence-thomas-discusses-whether-the-supreme-court-is-political-794474051627?cid=amp_nbcnews,323548,140,text/html; charset=utf-8
http://www.nbcnews.com/video/president-trump-neil-gorsuch-a-man-america-needs-867162179504?cid=amp_nbcnews,322896,140,text/html; charset=utf-8
http://www.nbcnews.com/video/fatal-police-encounters-425031747776,321138,140,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/demonstrators-rally-against-fatal-police-shooting-unarmed-teen-n625526,91512,74,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28/michael-brown-anniversary-activists-warn-possible-future-unrest-n626546,93229,88,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/sandra-bland-s-mother-perjury-charge-not-justice-me-n492146,98631,85,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/justice-department-wants-track-all-arrest-related-deaths-u-s-n626751,38302,30,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/patients-ponder-life-death-california-s-new-right-die-law-n588611,43592,27,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/trump-promotes-golf-course-in-scotland-as-brexit-crisis-unfolds-712462915806?cid=amp_nbcnews,506942,171,text/html; charset=utf-8
http://www.nbcnews.com/news/world/meet-americans-campaigning-scotlands-independence-n147296,125511,115,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/scotlands-independence-vote-dominates-edinburgh-festival-fringe-n186546,43948,27,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/opinion-supreme-court-case-slants-are-fighting-more-band-name-n707831,123518,100,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/george-takei-invites-donald-trump-watch-allegiance-learn-about-internment-n477446,39069,33,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/mosque-attacks-apparent-anti-islam-spending-report-n595826,38652,31,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/michigan-muslims-use-ramadan-fight-hunger-n590006,89116,95,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/muslim-organizations-raise-funds-leadership-program-inspired-muhammad-ali-n594381,87904,90,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/muslim-asian-american-lgbtq-advocates-call-love-solidarity-orlando-shooting-n590951,116479,118,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/amp/tashfeen-malik-mother-san-bernardino-massacre-pledged-allegiance-isis-leader-n474246,47876,26,text/html; charset=utf-8
http://www.nbcnews.com/video/inside-the-laquan-mcdonald-shooting-587339843749,323347,140,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/trump-inauguration-approaches-calls-muslim-helplines-spike-beyond-capacity-n708076,45105,31,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/anti-muslim-hate-crimes-reach-levels-not-surpassed-9-11-n652896,36594,29,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/donald-trump-shifts-muslim-ban-calls-extreme-vetting-n611276,38717,27,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/building-a-love-for-science-both-in-and-out-of-the-classroom-34452035838,506793,170,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/amp/oped-president-obama-s-farewell-siren-citizenship-n705531,44891,25,text/html; charset=utf-8
http://www.nbcnews.com/science/environment/amp/monarch-butterflies-face-danger-quasi-extinction-hope-wing-n556316,51103,25,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/will-scotlands-independence-referendum-be-decided-teen-voters-n206006,42146,22,text/html; charset=utf-8
http://www.nbcnews.com/card/trump-fires-back-justice-ginsburg-n608356,146206,145,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/ruth-bader-ginsburg-i-regret-ill-advised-criticisms-donald-trump-n609291,37388,27,text/html; charset=utf-8
http://www.nbcnews.com/storyline/lethal-injection/alabama-inmate-coughs-heaves-during-execution-putting-spotlight-sedative-n694086,116766,95,text/html; charset=utf-8
http://www.nbcnews.com/feature/debunker/video/is-lethal-injection-painful-173642307735,360284,137,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/supreme-court-rejects-challenge-lethal-injection-n694856,40539,28,text/html; charset=utf-8
http://www.nbcnews.com/watch/nbcnews-com/how-does-the-supreme-court-pick-cases-275164739832,69909,72,text/html; charset=UTF-8
http://www.nbcnews.com/storyline/lethal-injection/court-oks-ohio-do-over-failed-lethal-injection-romell-broom-n540136,98963,82,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/trump-lewandowski-they-re-destroying-very-good-person-n548036,45250,29,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/examining-trump-s-problem-female-voters-n544901,93383,92,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-not-firing-campaign-manager-corey-lewandowski-i-can-t-n547591,112038,98,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/essay-why-i-asked-republican-candidates-about-promoting-tolerance-u-n507571,40708,35,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/first-read-donald-trump-s-big-debate-gamble-n505096,107170,88,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/sikh-americans-respond-fresno-attack-online-whywearehere-n487686,107121,112,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/youtuber-candidates-gop-debate-how-will-you-address-culture-hatred-n506621,96905,98,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/clinton-fbi-should-release-full-facts-about-email-discovery-n674866,110209,91,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/clinton-campaign-slams-fbi-email-probe-we-have-no-real-n675071,46195,32,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/is-the-male-retirement-beard-the-new-normal-667189315720,506626,170,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/karena-virginia-becomes-tenth-woman-accuse-trump-sexual-misconduct-n670146,119049,98,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/11th-woman-accuses-donald-trump-inappropriate-sexual-behavior-n671171,48634,32,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/natasha-stoynoff-s-friends-believe-her-donald-trump-accusations-n669416,139971,110,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/ginsburg-horrified-possible-trump-presidency-n607196,107518,97,text/html; charset=utf-8
http://www.nbcnews.com/card/resign-trump-fires-back-justice-ginsburg-n608356,146255,145,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/amp/ruth-bader-ginsburg-doubles-down-trump-criticism-n608006,42506,29,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/san-bernardino-shooting-reignites-polarizing-gun-control-debate-578967619718?cid=amp_nbcnews,507178,171,text/html; charset=utf-8
http://www.nbcnews.com/politics/barack-obama/obama-u-s-will-send-clear-message-russia-hacks-n696971,166885,119,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/trump-russia-sanctions-we-ought-get-our-lives-n701056,39253,31,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/obama-administration-preparing-retaliatory-steps-against-russia-over-hacks-n701001,103762,86,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/flip-side-obama-s-clemency-push-stinginess-pardons-n707966,42366,30,text/html; charset=utf-8
http://www.nbcnews.com/storyline/scotland-independence-vote/amp/u-k-s-david-cameron-begs-scots-not-vote-independence-n199931,34134,22,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/hatch-watch-nation-transfixed-two-bald-eagle-eggs-live-cam-n701346,40157,25,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-supporter-internment-camp-is-precedent-for-muslim-registry-811502659878?cid=amp_nbcnews,323573,140,text/html; charset=utf-8
http://www.nbcnews.com/news/military/obama-signs-defense-policy-bill-objects-guantanamo-n699661,81726,74,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/no-more-guantanamo-releases-be-sought-under-obama-defense-secretary-n705466,38500,28,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/judge-neil-gorsuch-chosen-as-trump-s-nomination-for-supreme-court-867153987566,507457,170,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/scotus-immigration-case-stands-undermine-trump-deportation-plan-n690321,39925,26,text/html; charset=utf-8
http://www.nbcnews.com/politics/supreme-court/amp/supreme-court-decision-trump-promises-announce-pick-tuesday-evening-n714101,36328,25,text/html; charset=utf-8
http://www.nbcnews.com/id/28493781/ns/meet_the_press/t/meet-press-transcript-jan/,115613,97,text/html; charset=utf-8
http://www.nbcnews.com/id/31015497/ns/meet_the_press/t/meet-press-transcript-may/,114155,96,text/html; charset=utf-8
http://www.nbcnews.com/id/30755466/ns/meet_the_press/t/meet-press-transcript-may/,124513,99,text/html; charset=utf-8
http://www.nbcnews.com/video/meet-the-press-netcast/30668913,94907,11,text/html; charset=utf-8
http://www.nbcnews.com/video/meet-the-press-netcast/28842437,100178,11,text/html; charset=utf-8
http://www.nbcnews.com/id/28605356/ns/meet_the_press/t/meet-press-transcript-jan/,116090,95,text/html; charset=utf-8
http://www.nbcnews.com/id/33453218/ns/meet_the_press/t/meet-press-links-sunday-october/,58438,116,text/html; charset=utf-8
http://www.nbcnews.com/id/33562673/ns/meet_the_press/t/meet-press-transcript-nov/,121346,97,text/html; charset=utf-8
http://www.nbcnews.com/id/32514181/ns/meet_the_press/t/meet-press-links-sunday-august/,56121,115,text/html; charset=utf-8
http://www.nbcnews.com/id/30658611/ns/meet_the_press/t/meet-press-links-sunday-may/,54182,109,text/html; charset=utf-8
http://www.nbcnews.com/id/29179669/ns/meet_the_press/t/meet-press-links-sunday-february/,53726,108,text/html; charset=utf-8
